NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
613327,log10(M),-6.0,Leukemia,CCRF-CEM,7,3,-7.286,6,7
613327,log10(M),-6.0,Leukemia,HL-60(TB),7,8,-7.604,7,7
613327,log10(M),-6.0,Leukemia,K-562,7,5,-6.488,7,7
613327,log10(M),-6.0,Leukemia,MOLT-4,7,6,-7.041,7,7
613327,log10(M),-6.0,Leukemia,RPMI-8226,7,10,-6.551,7,7
613327,log10(M),-6.0,Leukemia,SR,7,19,-6.801,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,A549/ATCC,1,4,-7.26,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,EKVX,1,8,-6.012,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,HOP-62,1,26,-7.063,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,HOP-92,1,29,-6.335,6,7
613327,log10(M),-6.0,Non-Small Cell Lung,NCI-H226,1,13,-6.151,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,NCI-H23,1,1,-7.408,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,NCI-H322M,1,17,-6.197,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,NCI-H460,1,21,-7.298,7,7
613327,log10(M),-6.0,Non-Small Cell Lung,NCI-H522,1,3,-6.498,6,7
613327,log10(M),-6.0,Colon,COLO 205,4,10,-6.087,7,7
613327,log10(M),-6.0,Colon,HCC-2998,4,2,-6.138,7,7
613327,log10(M),-6.0,Colon,HCT-116,4,3,-7.237,5,7
613327,log10(M),-6.0,Colon,HCT-15,4,15,-6.134,6,7
613327,log10(M),-6.0,Colon,HT29,4,1,-6.308,7,7
613327,log10(M),-6.0,Colon,KM12,4,17,-6.0,6,7
613327,log10(M),-6.0,Colon,SW-620,4,9,-6.12,6,7
613327,log10(M),-6.0,Central Nervous System,SF-268,12,14,-6.646,7,7
613327,log10(M),-6.0,Central Nervous System,SF-295,12,15,-6.595,7,7
613327,log10(M),-6.0,Central Nervous System,SF-539,12,16,-6.964,6,7
613327,log10(M),-6.0,Central Nervous System,SNB-19,12,2,-6.889,7,7
613327,log10(M),-6.0,Central Nervous System,SNB-75,12,5,-7.045,6,7
613327,log10(M),-6.0,Central Nervous System,U251,12,9,-6.79,7,7
613327,log10(M),-6.0,Melanoma,LOX IMVI,10,1,-6.804,7,7
613327,log10(M),-6.0,Melanoma,MALME-3M,10,2,-6.201,5,7
613327,log10(M),-6.0,Melanoma,M14,10,14,-7.505,7,7
613327,log10(M),-6.0,Melanoma,MDA-MB-435,5,11,-6.416,6,7
613327,log10(M),-6.0,Melanoma,MDA-N,5,12,-6.626,7,7
613327,log10(M),-6.0,Melanoma,SK-MEL-2,10,5,-6.0,5,7
613327,log10(M),-6.0,Melanoma,SK-MEL-28,10,8,-6.0,7,7
613327,log10(M),-6.0,Melanoma,SK-MEL-5,10,7,-6.361,7,7
613327,log10(M),-6.0,Melanoma,UACC-257,10,21,-6.507,7,7
613327,log10(M),-6.0,Melanoma,UACC-62,10,20,-6.896,7,7
613327,log10(M),-6.0,Ovarian,IGROV1,6,10,-6.442,6,7
613327,log10(M),-6.0,Ovarian,OVCAR-3,6,1,-6.0,6,7
613327,log10(M),-6.0,Ovarian,OVCAR-4,6,2,-6.0,6,7
613327,log10(M),-6.0,Ovarian,OVCAR-5,6,3,-6.262,6,7
613327,log10(M),-6.0,Ovarian,OVCAR-8,6,5,-7.292,6,7
613327,log10(M),-6.0,Ovarian,NCI/ADR-RES,5,2,-7.122,7,7
613327,log10(M),-6.0,Ovarian,SK-OV-3,6,11,-6.176,7,7
613327,log10(M),-6.0,Renal,786-0,9,18,-7.26,7,7
613327,log10(M),-6.0,Renal,A498,9,13,-6.731,5,7
613327,log10(M),-6.0,Renal,ACHN,9,23,-7.673,7,7
613327,log10(M),-6.0,Renal,CAKI-1,9,15,-6.968,5,7
613327,log10(M),-6.0,Renal,RXF 393,9,16,-6.67,4,7
613327,log10(M),-6.0,Renal,SN12C,9,8,-6.583,7,7
613327,log10(M),-6.0,Renal,TK-10,9,24,-6.0,7,7
613327,log10(M),-6.0,Renal,UO-31,9,4,-7.182,7,7
613327,log10(M),-6.0,Prostate,PC-3,11,1,-6.053,7,7
613327,log10(M),-6.0,Prostate,DU-145,11,3,-6.747,7,7
613327,log10(M),-6.0,Breast,MCF7,5,1,-7.072,6,7
613327,log10(M),-6.0,Breast,MDA-MB-231/ATCC,5,5,-6.082,7,7
613327,log10(M),-6.0,Breast,HS 578T,5,6,-6.0,7,7
613327,log10(M),-6.0,Breast,BT-549,5,13,-6.482,4,7
613327,log10(M),-6.0,Breast,T-47D,5,14,-6.412,7,7
