NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
296961,log10(M),-3.1,Leukemia,CCRF-CEM,7,3,-3.291,5,6
296961,log10(M),-3.1,Leukemia,HL-60(TB),7,8,-3.755,6,6
296961,log10(M),-3.1,Leukemia,K-562,7,5,-3.125,5,6
296961,log10(M),-3.1,Leukemia,MOLT-4,7,6,-3.164,6,6
296961,log10(M),-3.1,Leukemia,RPMI-8226,7,10,-3.345,6,6
296961,log10(M),-3.1,Non-Small Cell Lung,A549/ATCC,1,4,-3.285,5,6
296961,log10(M),-3.1,Non-Small Cell Lung,EKVX,1,8,-3.125,4,6
296961,log10(M),-3.1,Non-Small Cell Lung,HOP-18,1,27,-3.125,2,6
296961,log10(M),-3.1,Non-Small Cell Lung,HOP-62,1,26,-3.494,5,6
296961,log10(M),-3.1,Non-Small Cell Lung,HOP-92,1,29,-3.125,4,6
296961,log10(M),-3.1,Non-Small Cell Lung,NCI-H226,1,13,-3.153,6,6
296961,log10(M),-3.1,Non-Small Cell Lung,NCI-H23,1,1,-3.125,5,6
296961,log10(M),-3.1,Non-Small Cell Lung,NCI-H322M,1,17,-3.125,6,6
296961,log10(M),-3.1,Non-Small Cell Lung,NCI-H460,1,21,-3.125,6,6
296961,log10(M),-3.1,Non-Small Cell Lung,NCI-H522,1,3,-3.41,6,6
296961,log10(M),-3.1,Small Cell Lung,DMS 114,2,9,-3.125,4,6
296961,log10(M),-3.1,Small Cell Lung,DMS 273,2,11,-3.125,4,6
296961,log10(M),-3.1,Colon,COLO 205,4,10,-3.414,6,6
296961,log10(M),-3.1,Colon,DLD-1,4,11,-3.125,5,6
296961,log10(M),-3.1,Colon,HCC-2998,4,2,-3.135,5,6
296961,log10(M),-3.1,Colon,HCT-116,4,3,-3.13,6,6
296961,log10(M),-3.1,Colon,HCT-15,4,15,-3.562,5,6
296961,log10(M),-3.1,Colon,HT29,4,1,-3.125,6,6
296961,log10(M),-3.1,Colon,KM12,4,17,-3.265,6,6
296961,log10(M),-3.1,Colon,KM20L2,4,18,-3.143,6,6
296961,log10(M),-3.1,Colon,SW-620,4,9,-3.125,6,6
296961,log10(M),-3.1,Central Nervous System,SF-268,12,14,-3.125,3,6
296961,log10(M),-3.1,Central Nervous System,SF-295,12,15,-3.125,5,6
296961,log10(M),-3.1,Central Nervous System,SF-539,12,16,-3.125,5,6
296961,log10(M),-3.1,Central Nervous System,SNB-19,12,2,-3.125,5,6
296961,log10(M),-3.1,Central Nervous System,SNB-75,12,5,-3.125,4,6
296961,log10(M),-3.1,Central Nervous System,SNB-78,12,6,-3.125,5,6
296961,log10(M),-3.1,Central Nervous System,U251,12,9,-3.125,5,6
296961,log10(M),-3.1,Central Nervous System,XF 498,12,17,-3.125,3,6
296961,log10(M),-3.1,Melanoma,LOX IMVI,10,1,-3.569,2,6
296961,log10(M),-3.1,Melanoma,MALME-3M,10,2,-3.475,6,6
296961,log10(M),-3.1,Melanoma,M19-MEL,10,16,-3.289,6,6
296961,log10(M),-3.1,Melanoma,SK-MEL-2,10,5,-3.616,6,6
296961,log10(M),-3.1,Melanoma,SK-MEL-28,10,8,-3.125,5,6
296961,log10(M),-3.1,Melanoma,SK-MEL-5,10,7,-3.125,4,6
296961,log10(M),-3.1,Melanoma,UACC-257,10,21,-3.125,5,6
296961,log10(M),-3.1,Melanoma,UACC-62,10,20,-3.149,6,6
296961,log10(M),-3.1,Ovarian,IGROV1,6,10,-3.125,6,6
296961,log10(M),-3.1,Ovarian,OVCAR-3,6,1,-3.125,6,6
296961,log10(M),-3.1,Ovarian,OVCAR-4,6,2,-3.197,4,6
296961,log10(M),-3.1,Ovarian,OVCAR-5,6,3,-3.125,4,6
296961,log10(M),-3.1,Ovarian,OVCAR-8,6,5,-3.125,5,6
296961,log10(M),-3.1,Ovarian,NCI/ADR-RES,5,2,-3.125,4,6
296961,log10(M),-3.1,Ovarian,SK-OV-3,6,11,-3.125,6,6
296961,log10(M),-3.1,Renal,A498,9,13,-4.125,4,6
296961,log10(M),-3.1,Renal,CAKI-1,9,15,-3.169,6,6
296961,log10(M),-3.1,Renal,RXF 393,9,16,-3.133,6,6
296961,log10(M),-3.1,Renal,SN12C,9,8,-3.125,6,6
296961,log10(M),-3.1,Renal,SN12K1,9,10,-3.176,6,6
296961,log10(M),-3.1,Renal,UO-31,9,4,-3.272,6,6
296961,log10(M),-3.1,Leukemia,P388,7,1,-4.263,3,6
296961,log10(M),-3.1,Leukemia,P388/ADR,7,2,-4.074,3,6
296961,log10(M),-3.1,Breast,MCF7,5,1,-3.125,5,6
