NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
732517,log10(M),-4.7,Leukemia,CCRF-CEM,7,3,-5.135,1,1
732517,log10(M),-4.7,Leukemia,HL-60(TB),7,8,-5.111,1,1
732517,log10(M),-4.7,Leukemia,K-562,7,5,-8.699,1,1
732517,log10(M),-4.7,Leukemia,MOLT-4,7,6,-5.271,1,1
732517,log10(M),-4.7,Leukemia,RPMI-8226,7,10,-5.132,1,1
732517,log10(M),-4.7,Leukemia,SR,7,19,-5.199,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,A549/ATCC,1,4,-7.378,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,EKVX,1,8,-5.374,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,HOP-62,1,26,-7.439,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,NCI-H226,1,13,-7.334,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,NCI-H23,1,1,-5.282,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,NCI-H322M,1,17,-6.757,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,NCI-H460,1,21,-5.054,1,1
732517,log10(M),-4.7,Non-Small Cell Lung,NCI-H522,1,3,-6.939,1,1
732517,log10(M),-4.7,Colon,COLO 205,4,10,-7.431,1,1
732517,log10(M),-4.7,Colon,HCC-2998,4,2,-4.887,1,1
732517,log10(M),-4.7,Colon,HCT-116,4,3,-5.431,1,1
732517,log10(M),-4.7,Colon,HCT-15,4,15,-6.101,1,1
732517,log10(M),-4.7,Colon,HT29,4,1,-7.883,1,1
732517,log10(M),-4.7,Colon,KM12,4,17,-5.128,1,1
732517,log10(M),-4.7,Colon,SW-620,4,9,-5.074,1,1
732517,log10(M),-4.7,Central Nervous System,SF-268,12,14,-6.95,1,1
732517,log10(M),-4.7,Central Nervous System,SF-295,12,15,-5.479,1,1
732517,log10(M),-4.7,Central Nervous System,SF-539,12,16,-7.273,1,1
732517,log10(M),-4.7,Central Nervous System,SNB-19,12,2,-5.264,1,1
732517,log10(M),-4.7,Central Nervous System,SNB-75,12,5,-8.329,1,1
732517,log10(M),-4.7,Central Nervous System,U251,12,9,-5.551,1,1
732517,log10(M),-4.7,Melanoma,LOX IMVI,10,1,-8.017,1,1
732517,log10(M),-4.7,Melanoma,MALME-3M,10,2,-5.18,1,1
732517,log10(M),-4.7,Melanoma,M14,10,14,-5.309,1,1
732517,log10(M),-4.7,Melanoma,MDA-MB-435,5,11,-5.221,1,1
732517,log10(M),-4.7,Melanoma,SK-MEL-2,10,5,-5.11,1,1
732517,log10(M),-4.7,Melanoma,SK-MEL-28,10,8,-5.038,1,1
732517,log10(M),-4.7,Melanoma,SK-MEL-5,10,7,-5.171,1,1
732517,log10(M),-4.7,Melanoma,UACC-257,10,21,-5.571,1,1
732517,log10(M),-4.7,Melanoma,UACC-62,10,20,-5.245,1,1
732517,log10(M),-4.7,Ovarian,IGROV1,6,10,-7.599,1,1
732517,log10(M),-4.7,Ovarian,OVCAR-3,6,1,-6.761,1,1
732517,log10(M),-4.7,Ovarian,OVCAR-4,6,2,-5.151,1,1
732517,log10(M),-4.7,Ovarian,OVCAR-5,6,3,-7.302,1,1
732517,log10(M),-4.7,Ovarian,OVCAR-8,6,5,-7.307,1,1
732517,log10(M),-4.7,Ovarian,NCI/ADR-RES,5,2,-5.363,1,1
732517,log10(M),-4.7,Ovarian,SK-OV-3,6,11,-6.649,1,1
732517,log10(M),-4.7,Renal,786-0,9,18,-6.909,1,1
732517,log10(M),-4.7,Renal,A498,9,13,-7.65,1,1
732517,log10(M),-4.7,Renal,ACHN,9,23,-7.736,1,1
732517,log10(M),-4.7,Renal,CAKI-1,9,15,-7.725,1,1
732517,log10(M),-4.7,Renal,RXF 393,9,16,-8.045,1,1
732517,log10(M),-4.7,Renal,SN12C,9,8,-7.545,1,1
732517,log10(M),-4.7,Renal,TK-10,9,24,-8.074,1,1
732517,log10(M),-4.7,Renal,UO-31,9,4,-7.705,1,1
732517,log10(M),-4.7,Prostate,PC-3,11,1,-5.646,1,1
732517,log10(M),-4.7,Prostate,DU-145,11,3,-6.801,1,1
732517,log10(M),-4.7,Breast,MCF7,5,1,-5.08,1,1
732517,log10(M),-4.7,Breast,MDA-MB-231/ATCC,5,5,-7.809,1,1
732517,log10(M),-4.7,Breast,HS 578T,5,6,-7.601,1,1
732517,log10(M),-4.7,Breast,BT-549,5,13,-5.117,1,1
732517,log10(M),-4.7,Breast,T-47D,5,14,-6.387,1,1
732517,log10(M),-4.7,Breast,MDA-MB-468,5,18,-7.065,1,1
