NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
747974,log10(M),-4.0,Leukemia,CCRF-CEM,7,3,-5.734,2,2
747974,log10(M),-4.0,Leukemia,HL-60(TB),7,8,-5.694,2,2
747974,log10(M),-4.0,Leukemia,K-562,7,5,-5.117,1,2
747974,log10(M),-4.0,Leukemia,MOLT-4,7,6,-5.314,2,2
747974,log10(M),-4.0,Leukemia,RPMI-8226,7,10,-5.618,2,2
747974,log10(M),-4.0,Leukemia,SR,7,19,-5.726,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,A549/ATCC,1,4,-4.845,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,EKVX,1,8,-4.893,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,HOP-62,1,26,-4.812,1,2
747974,log10(M),-4.0,Non-Small Cell Lung,HOP-92,1,29,-5.259,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,NCI-H226,1,13,-4.77,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,NCI-H23,1,1,-4.732,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,NCI-H322M,1,17,-4.801,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,NCI-H460,1,21,-5.099,2,2
747974,log10(M),-4.0,Non-Small Cell Lung,NCI-H522,1,3,-4.783,2,2
747974,log10(M),-4.0,Colon,COLO 205,4,10,-5.012,2,2
747974,log10(M),-4.0,Colon,HCC-2998,4,2,-4.72,2,2
747974,log10(M),-4.0,Colon,HCT-116,4,3,-5.07,2,2
747974,log10(M),-4.0,Colon,HCT-15,4,15,-5.574,2,2
747974,log10(M),-4.0,Colon,HT29,4,1,-5.388,2,2
747974,log10(M),-4.0,Colon,KM12,4,17,-5.03,2,2
747974,log10(M),-4.0,Colon,SW-620,4,9,-4.873,2,2
747974,log10(M),-4.0,Central Nervous System,SF-268,12,14,-4.894,2,2
747974,log10(M),-4.0,Central Nervous System,SF-295,12,15,-5.104,2,2
747974,log10(M),-4.0,Central Nervous System,SF-539,12,16,-4.96,2,2
747974,log10(M),-4.0,Central Nervous System,SNB-19,12,2,-4.823,2,2
747974,log10(M),-4.0,Central Nervous System,SNB-75,12,5,-5.067,2,2
747974,log10(M),-4.0,Central Nervous System,U251,12,9,-5.106,2,2
747974,log10(M),-4.0,Melanoma,LOX IMVI,10,1,-5.392,2,2
747974,log10(M),-4.0,Melanoma,MALME-3M,10,2,-4.868,2,2
747974,log10(M),-4.0,Melanoma,M14,10,14,-4.988,2,2
747974,log10(M),-4.0,Melanoma,MDA-MB-435,5,11,-5.377,2,2
747974,log10(M),-4.0,Melanoma,SK-MEL-2,10,5,-4.827,1,2
747974,log10(M),-4.0,Melanoma,SK-MEL-28,10,8,-5.177,2,2
747974,log10(M),-4.0,Melanoma,SK-MEL-5,10,7,-5.274,2,2
747974,log10(M),-4.0,Melanoma,UACC-257,10,21,-5.454,2,2
747974,log10(M),-4.0,Melanoma,UACC-62,10,20,-4.863,2,2
747974,log10(M),-4.0,Ovarian,IGROV1,6,10,-4.783,1,2
747974,log10(M),-4.0,Ovarian,OVCAR-3,6,1,-4.854,2,2
747974,log10(M),-4.0,Ovarian,OVCAR-4,6,2,-4.918,2,2
747974,log10(M),-4.0,Ovarian,OVCAR-5,6,3,-4.685,2,2
747974,log10(M),-4.0,Ovarian,OVCAR-8,6,5,-4.739,2,2
747974,log10(M),-4.0,Ovarian,NCI/ADR-RES,5,2,-4.751,2,2
747974,log10(M),-4.0,Ovarian,SK-OV-3,6,11,-4.848,2,2
747974,log10(M),-4.0,Renal,786-0,9,18,-5.121,2,2
747974,log10(M),-4.0,Renal,A498,9,13,-4.937,2,2
747974,log10(M),-4.0,Renal,ACHN,9,23,-4.834,2,2
747974,log10(M),-4.0,Renal,CAKI-1,9,15,-4.841,2,2
747974,log10(M),-4.0,Renal,RXF 393,9,16,-5.365,2,2
747974,log10(M),-4.0,Renal,SN12C,9,8,-4.838,2,2
747974,log10(M),-4.0,Renal,TK-10,9,24,-4.789,2,2
747974,log10(M),-4.0,Renal,UO-31,9,4,-5.009,2,2
747974,log10(M),-4.0,Prostate,PC-3,11,1,-4.934,2,2
747974,log10(M),-4.0,Prostate,DU-145,11,3,-4.828,2,2
747974,log10(M),-4.0,Breast,MCF7,5,1,-7.063,2,2
747974,log10(M),-4.0,Breast,MDA-MB-231/ATCC,5,5,-5.045,2,2
747974,log10(M),-4.0,Breast,HS 578T,5,6,-5.013,2,2
747974,log10(M),-4.0,Breast,BT-549,5,13,-4.922,2,2
747974,log10(M),-4.0,Breast,T-47D,5,14,-5.23,2,2
747974,log10(M),-4.0,Breast,MDA-MB-468,5,18,-5.504,2,2
