NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
141540,log10(M),-6.0,Leukemia,CCRF-CEM,7,3,-6.0,3,3
141540,log10(M),-6.0,Leukemia,HL-60(TB),7,8,-6.0,3,3
141540,log10(M),-6.0,Leukemia,K-562,7,5,-6.0,3,3
141540,log10(M),-6.0,Leukemia,MOLT-4,7,6,-6.0,3,3
141540,log10(M),-6.0,Leukemia,RPMI-8226,7,10,-6.0,3,3
141540,log10(M),-6.0,Leukemia,SR,7,19,-6.0,2,3
141540,log10(M),-6.0,Non-Small Cell Lung,A549/ATCC,1,4,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,EKVX,1,8,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,HOP-18,1,27,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,HOP-62,1,26,-6.0,2,3
141540,log10(M),-6.0,Non-Small Cell Lung,HOP-92,1,29,-6.0,2,3
141540,log10(M),-6.0,Non-Small Cell Lung,NCI-H226,1,13,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,NCI-H23,1,1,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,NCI-H322M,1,17,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,NCI-H460,1,21,-6.0,3,3
141540,log10(M),-6.0,Non-Small Cell Lung,NCI-H522,1,3,-6.0,2,3
141540,log10(M),-6.0,Non-Small Cell Lung,LXFL 529,1,30,-6.0,3,3
141540,log10(M),-6.0,Small Cell Lung,DMS 114,2,9,-6.0,3,3
141540,log10(M),-6.0,Small Cell Lung,DMS 273,2,11,-6.0,2,3
141540,log10(M),-6.0,Colon,COLO 205,4,10,-6.0,2,3
141540,log10(M),-6.0,Colon,DLD-1,4,11,-6.0,2,3
141540,log10(M),-6.0,Colon,HCC-2998,4,2,-6.0,1,3
141540,log10(M),-6.0,Colon,HCT-116,4,3,-6.0,3,3
141540,log10(M),-6.0,Colon,HCT-15,4,15,-6.0,2,3
141540,log10(M),-6.0,Colon,HT29,4,1,-6.0,3,3
141540,log10(M),-6.0,Colon,KM12,4,17,-6.0,3,3
141540,log10(M),-6.0,Colon,KM20L2,4,18,-6.0,3,3
141540,log10(M),-6.0,Colon,SW-620,4,9,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,SF-268,12,14,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,SF-295,12,15,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,SF-539,12,16,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,SNB-19,12,2,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,SNB-75,12,5,-6.128,3,3
141540,log10(M),-6.0,Central Nervous System,SNB-78,12,6,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,U251,12,9,-6.0,3,3
141540,log10(M),-6.0,Central Nervous System,XF 498,12,17,-6.0,3,3
141540,log10(M),-6.0,Melanoma,LOX IMVI,10,1,-6.0,3,3
141540,log10(M),-6.0,Melanoma,MALME-3M,10,2,-6.0,3,3
141540,log10(M),-6.0,Melanoma,M14,10,14,-6.0,3,3
141540,log10(M),-6.0,Melanoma,M19-MEL,10,16,-6.0,3,3
141540,log10(M),-6.0,Melanoma,SK-MEL-2,10,5,-6.0,2,3
141540,log10(M),-6.0,Melanoma,SK-MEL-28,10,8,-6.0,3,3
141540,log10(M),-6.0,Melanoma,SK-MEL-5,10,7,-6.0,2,3
141540,log10(M),-6.0,Melanoma,UACC-257,10,21,-6.0,3,3
141540,log10(M),-6.0,Melanoma,UACC-62,10,20,-6.0,3,3
141540,log10(M),-6.0,Ovarian,IGROV1,6,10,-6.0,3,3
141540,log10(M),-6.0,Ovarian,OVCAR-3,6,1,-6.0,3,3
141540,log10(M),-6.0,Ovarian,OVCAR-4,6,2,-6.0,3,3
141540,log10(M),-6.0,Ovarian,OVCAR-5,6,3,-6.0,3,3
141540,log10(M),-6.0,Ovarian,OVCAR-8,6,5,-6.0,3,3
141540,log10(M),-6.0,Ovarian,SK-OV-3,6,11,-6.0,3,3
141540,log10(M),-6.0,Renal,786-0,9,18,-6.0,3,3
141540,log10(M),-6.0,Renal,A498,9,13,-6.0,3,3
141540,log10(M),-6.0,Renal,ACHN,9,23,-6.0,3,3
141540,log10(M),-6.0,Renal,CAKI-1,9,15,-6.0,2,3
141540,log10(M),-6.0,Renal,RXF 393,9,16,-6.0,3,3
141540,log10(M),-6.0,Renal,RXF-631,9,17,-6.0,3,3
141540,log10(M),-6.0,Renal,SN12C,9,8,-6.0,3,3
141540,log10(M),-6.0,Renal,TK-10,9,24,-6.0,3,3
141540,log10(M),-6.0,Renal,UO-31,9,4,-6.0,3,3
