NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
45388,log10(M),-4.0,Leukemia,CCRF-CEM,7,3,-4.934,43,50
45388,log10(M),-4.0,Leukemia,HL-60(TB),7,8,-4.819,41,50
45388,log10(M),-4.0,Leukemia,K-562,7,5,-4.756,45,50
45388,log10(M),-4.0,Leukemia,MOLT-4,7,6,-4.678,45,50
45388,log10(M),-4.0,Leukemia,RPMI-8226,7,10,-4.714,41,50
45388,log10(M),-4.0,Leukemia,SR,7,19,-4.723,7,50
45388,log10(M),-4.0,Non-Small Cell Lung,A549/ATCC,1,4,-4.018,50,50
45388,log10(M),-4.0,Non-Small Cell Lung,EKVX,1,8,-4.117,44,50
45388,log10(M),-4.0,Non-Small Cell Lung,HOP-18,1,27,-4.81,38,50
45388,log10(M),-4.0,Non-Small Cell Lung,HOP-62,1,26,-4.599,39,50
45388,log10(M),-4.0,Non-Small Cell Lung,HOP-92,1,29,-4.515,44,50
45388,log10(M),-4.0,Non-Small Cell Lung,NCI-H226,1,13,-4.124,41,50
45388,log10(M),-4.0,Non-Small Cell Lung,NCI-H23,1,1,-4.025,48,50
45388,log10(M),-4.0,Non-Small Cell Lung,NCI-H322M,1,17,-4.022,42,50
45388,log10(M),-4.0,Non-Small Cell Lung,NCI-H460,1,21,-4.226,47,50
45388,log10(M),-4.0,Non-Small Cell Lung,NCI-H522,1,3,-4.135,45,50
45388,log10(M),-4.0,Non-Small Cell Lung,LXFL 529,1,30,-4.005,11,50
45388,log10(M),-4.0,Small Cell Lung,DMS 114,2,9,-4.136,39,50
45388,log10(M),-4.0,Small Cell Lung,DMS 273,2,11,-4.883,39,50
45388,log10(M),-4.0,Colon,COLO 205,4,10,-4.095,47,50
45388,log10(M),-4.0,Colon,DLD-1,4,11,-4.244,42,50
45388,log10(M),-4.0,Colon,HCC-2998,4,2,-4.339,46,50
45388,log10(M),-4.0,Colon,HCT-116,4,3,-4.407,48,50
45388,log10(M),-4.0,Colon,HCT-15,4,15,-4.024,45,50
45388,log10(M),-4.0,Colon,HT29,4,1,-4.052,46,50
45388,log10(M),-4.0,Colon,KM12,4,17,-4.023,46,50
45388,log10(M),-4.0,Colon,KM20L2,4,18,-4.264,39,50
45388,log10(M),-4.0,Colon,SW-620,4,9,-4.252,47,50
45388,log10(M),-4.0,Central Nervous System,SF-268,12,14,-4.195,44,50
