NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
718781,log10(M),-4.0,Leukemia,CCRF-CEM,7,3,-4.296,8,9
718781,log10(M),-4.0,Leukemia,HL-60(TB),7,8,-4.589,8,9
718781,log10(M),-4.0,Leukemia,K-562,7,5,-4.464,8,9
718781,log10(M),-4.0,Leukemia,MOLT-4,7,6,-4.553,8,9
718781,log10(M),-4.0,Leukemia,RPMI-8226,7,10,-4.581,8,9
718781,log10(M),-4.0,Leukemia,SR,7,19,-4.996,8,9
718781,log10(M),-4.0,Non-Small Cell Lung,A549/ATCC,1,4,-5.037,9,9
718781,log10(M),-4.0,Non-Small Cell Lung,EKVX,1,8,-6.722,8,9
718781,log10(M),-4.0,Non-Small Cell Lung,HOP-62,1,26,-4.824,9,9
718781,log10(M),-4.0,Non-Small Cell Lung,HOP-92,1,29,-5.372,9,9
718781,log10(M),-4.0,Non-Small Cell Lung,NCI-H226,1,13,-4.37,7,9
718781,log10(M),-4.0,Non-Small Cell Lung,NCI-H23,1,1,-4.549,9,9
718781,log10(M),-4.0,Non-Small Cell Lung,NCI-H322M,1,17,-7.009,8,9
718781,log10(M),-4.0,Non-Small Cell Lung,NCI-H460,1,21,-5.234,9,9
718781,log10(M),-4.0,Non-Small Cell Lung,NCI-H522,1,3,-6.023,7,9
718781,log10(M),-4.0,Colon,COLO 205,4,10,-4.251,9,9
718781,log10(M),-4.0,Colon,HCC-2998,4,2,-4.059,7,9
718781,log10(M),-4.0,Colon,HCT-116,4,3,-5.201,9,9
718781,log10(M),-4.0,Colon,HCT-15,4,15,-5.435,9,9
718781,log10(M),-4.0,Colon,HT29,4,1,-4.166,6,9
718781,log10(M),-4.0,Colon,KM12,4,17,-4.082,9,9
718781,log10(M),-4.0,Colon,SW-620,4,9,-4.134,8,9
718781,log10(M),-4.0,Central Nervous System,SF-268,12,14,-4.819,8,9
718781,log10(M),-4.0,Central Nervous System,SF-295,12,15,-4.764,9,9
718781,log10(M),-4.0,Central Nervous System,SF-539,12,16,-4.741,9,9
718781,log10(M),-4.0,Central Nervous System,SNB-19,12,2,-4.899,9,9
718781,log10(M),-4.0,Central Nervous System,SNB-75,12,5,-4.923,9,9
718781,log10(M),-4.0,Central Nervous System,U251,12,9,-4.612,9,9
718781,log10(M),-4.0,Melanoma,LOX IMVI,10,1,-5.234,9,9
718781,log10(M),-4.0,Melanoma,MALME-3M,10,2,-5.796,8,9
718781,log10(M),-4.0,Melanoma,M14,10,14,-5.216,9,9
718781,log10(M),-4.0,Melanoma,MDA-MB-435,5,11,-4.749,8,9
718781,log10(M),-4.0,Melanoma,MDA-N,5,12,-4.387,1,9
718781,log10(M),-4.0,Melanoma,SK-MEL-2,10,5,-5.159,8,9
718781,log10(M),-4.0,Melanoma,SK-MEL-28,10,8,-4.345,9,9
718781,log10(M),-4.0,Melanoma,SK-MEL-5,10,7,-4.738,9,9
718781,log10(M),-4.0,Melanoma,UACC-257,10,21,-4.011,9,9
718781,log10(M),-4.0,Melanoma,UACC-62,10,20,-5.466,9,9
718781,log10(M),-4.0,Ovarian,IGROV1,6,10,-6.55,9,9
718781,log10(M),-4.0,Ovarian,OVCAR-3,6,1,-5.439,8,9
718781,log10(M),-4.0,Ovarian,OVCAR-4,6,2,-4.999,9,9
718781,log10(M),-4.0,Ovarian,OVCAR-5,6,3,-5.088,8,9
718781,log10(M),-4.0,Ovarian,OVCAR-8,6,5,-5.097,9,9
718781,log10(M),-4.0,Ovarian,NCI/ADR-RES,5,2,-5.067,8,9
718781,log10(M),-4.0,Ovarian,SK-OV-3,6,11,-6.279,9,9
718781,log10(M),-4.0,Renal,786-0,9,18,-5.023,9,9
718781,log10(M),-4.0,Renal,A498,9,13,-5.644,8,9
718781,log10(M),-4.0,Renal,ACHN,9,23,-6.697,9,9
718781,log10(M),-4.0,Renal,CAKI-1,9,15,-6.664,7,9
718781,log10(M),-4.0,Renal,RXF 393,9,16,-5.392,8,9
718781,log10(M),-4.0,Renal,SN12C,9,8,-5.775,9,9
718781,log10(M),-4.0,Renal,TK-10,9,24,-6.619,7,9
718781,log10(M),-4.0,Renal,UO-31,9,4,-6.013,9,9
718781,log10(M),-4.0,Prostate,PC-3,11,1,-4.439,8,9
718781,log10(M),-4.0,Prostate,DU-145,11,3,-5.731,8,9
718781,log10(M),-4.0,Breast,MCF7,5,1,-4.0,8,9
718781,log10(M),-4.0,Breast,MDA-MB-231/ATCC,5,5,-5.196,9,9
718781,log10(M),-4.0,Breast,HS 578T,5,6,-5.151,9,9
718781,log10(M),-4.0,Breast,BT-549,5,13,-4.459,8,9
718781,log10(M),-4.0,Breast,T-47D,5,14,-5.401,8,9
718781,log10(M),-4.0,Breast,MDA-MB-468,5,18,-6.858,8,9
718781,log10(M),-4.0,CNS Cancer,U-251/H.Fine,12,31,-5.163,1,9
718781,log10(M),-4.0,CNS Cancer,LN-229/H.Fine,12,32,-6.404,1,9
718781,log10(M),-4.0,CNS Cancer,U-87/H.Fine,12,33,-4.0,1,9
718781,log10(M),-4.0,CNS Cancer,T98G/H.Fine,12,34,-5.447,1,9
718781,log10(M),-4.0,CNS Cancer,A-172/H.Fine,12,35,-4.751,1,9
718781,log10(M),-4.0,CNS Cancer,U118/H.Fine,12,36,-4.0,1,9
718781,log10(M),-4.0,CNS Cancer,U-373/H.Fine,12,37,-4.646,1,9
