NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
301739,log10(M),-4.6,Leukemia,CCRF-CEM,7,3,-8.223,11,12
301739,log10(M),-4.6,Leukemia,HL-60(TB),7,8,-7.986,11,12
301739,log10(M),-4.6,Leukemia,K-562,7,5,-6.928,12,12
301739,log10(M),-4.6,Leukemia,MOLT-4,7,6,-8.323,11,12
301739,log10(M),-4.6,Leukemia,RPMI-8226,7,10,-6.73,10,12
301739,log10(M),-4.6,Leukemia,SR,7,19,-8.117,2,12
301739,log10(M),-4.6,Non-Small Cell Lung,A549/ATCC,1,4,-7.942,11,12
301739,log10(M),-4.6,Non-Small Cell Lung,EKVX,1,8,-6.539,9,12
301739,log10(M),-4.6,Non-Small Cell Lung,HOP-18,1,27,-6.901,8,12
301739,log10(M),-4.6,Non-Small Cell Lung,HOP-62,1,26,-7.894,9,12
301739,log10(M),-4.6,Non-Small Cell Lung,HOP-92,1,29,-7.752,7,12
301739,log10(M),-4.6,Non-Small Cell Lung,NCI-H226,1,13,-7.814,9,12
301739,log10(M),-4.6,Non-Small Cell Lung,NCI-H23,1,1,-7.178,8,12
301739,log10(M),-4.6,Non-Small Cell Lung,NCI-H322M,1,17,-6.587,9,12
301739,log10(M),-4.6,Non-Small Cell Lung,NCI-H460,1,21,-8.249,10,12
301739,log10(M),-4.6,Non-Small Cell Lung,NCI-H522,1,3,-7.264,11,12
301739,log10(M),-4.6,Small Cell Lung,DMS 114,2,9,-7.938,6,12
301739,log10(M),-4.6,Small Cell Lung,DMS 273,2,11,-7.925,6,12
301739,log10(M),-4.6,Colon,COLO 205,4,10,-6.968,10,12
301739,log10(M),-4.6,Colon,DLD-1,4,11,-6.309,6,12
301739,log10(M),-4.6,Colon,HCC-2998,4,2,-6.623,6,12
301739,log10(M),-4.6,Colon,HCT-116,4,3,-7.257,12,12
301739,log10(M),-4.6,Colon,HCT-15,4,15,-6.627,12,12
301739,log10(M),-4.6,Colon,HT29,4,1,-6.603,8,12
301739,log10(M),-4.6,Colon,KM12,4,17,-6.338,11,12
301739,log10(M),-4.6,Colon,KM20L2,4,18,-6.416,7,12
301739,log10(M),-4.6,Colon,SW-620,4,9,-7.266,11,12
301739,log10(M),-4.6,Central Nervous System,SF-268,12,14,-7.541,8,12
301739,log10(M),-4.6,Central Nervous System,SF-295,12,15,-7.675,10,12
301739,log10(M),-4.6,Central Nervous System,SF-539,12,16,-7.75,11,12
301739,log10(M),-4.6,Central Nervous System,SNB-19,12,2,-7.811,12,12
