NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
122758,log10(M),-4.0,Leukemia,CCRF-CEM,7,3,-4.354,4,5
122758,log10(M),-4.0,Leukemia,HL-60(TB),7,8,-4.745,4,5
122758,log10(M),-4.0,Leukemia,K-562,7,5,-4.405,4,5
122758,log10(M),-4.0,Leukemia,MOLT-4,7,6,-4.361,5,5
122758,log10(M),-4.0,Leukemia,RPMI-8226,7,10,-5.872,4,5
122758,log10(M),-4.0,Leukemia,SR,7,19,-4.328,5,5
122758,log10(M),-4.0,Non-Small Cell Lung,A549/ATCC,1,4,-4.399,5,5
122758,log10(M),-4.0,Non-Small Cell Lung,EKVX,1,8,-4.0,3,5
122758,log10(M),-4.0,Non-Small Cell Lung,HOP-18,1,27,-4.0,1,5
122758,log10(M),-4.0,Non-Small Cell Lung,HOP-62,1,26,-4.302,5,5
122758,log10(M),-4.0,Non-Small Cell Lung,HOP-92,1,29,-4.195,4,5
122758,log10(M),-4.0,Non-Small Cell Lung,NCI-H226,1,13,-4.363,4,5
122758,log10(M),-4.0,Non-Small Cell Lung,NCI-H23,1,1,-4.257,5,5
122758,log10(M),-4.0,Non-Small Cell Lung,NCI-H322M,1,17,-4.117,4,5
122758,log10(M),-4.0,Non-Small Cell Lung,NCI-H460,1,21,-4.312,5,5
122758,log10(M),-4.0,Non-Small Cell Lung,NCI-H522,1,3,-4.245,5,5
122758,log10(M),-4.0,Non-Small Cell Lung,LXFL 529,1,30,-4.0,1,5
122758,log10(M),-4.0,Small Cell Lung,DMS 114,2,9,-4.0,2,5
122758,log10(M),-4.0,Small Cell Lung,DMS 273,2,11,-4.0,2,5
122758,log10(M),-4.0,Colon,COLO 205,4,10,-4.307,5,5
122758,log10(M),-4.0,Colon,DLD-1,4,11,-4.0,2,5
122758,log10(M),-4.0,Colon,HCC-2998,4,2,-4.287,5,5
122758,log10(M),-4.0,Colon,HCT-116,4,3,-4.313,5,5
122758,log10(M),-4.0,Colon,HCT-15,4,15,-4.317,5,5
122758,log10(M),-4.0,Colon,HT29,4,1,-4.322,5,5
122758,log10(M),-4.0,Colon,KM12,4,17,-4.374,4,5
122758,log10(M),-4.0,Colon,KM20L2,4,18,-4.0,2,5
122758,log10(M),-4.0,Colon,SW-620,4,9,-4.339,4,5
122758,log10(M),-4.0,Central Nervous System,SF-268,12,14,-4.204,4,5
