NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
109724,log10(M),-3.3,Leukemia,CCRF-CEM,7,3,-3.685,42,47
109724,log10(M),-3.3,Leukemia,HL-60(TB),7,8,-3.495,37,47
109724,log10(M),-3.3,Leukemia,K-562,7,5,-3.428,45,47
109724,log10(M),-3.3,Leukemia,MOLT-4,7,6,-3.581,42,47
109724,log10(M),-3.3,Leukemia,RPMI-8226,7,10,-3.479,39,47
109724,log10(M),-3.3,Leukemia,SR,7,19,-3.301,8,47
109724,log10(M),-3.3,Non-Small Cell Lung,A549/ATCC,1,4,-3.397,46,47
109724,log10(M),-3.3,Non-Small Cell Lung,EKVX,1,8,-3.453,39,47
109724,log10(M),-3.3,Non-Small Cell Lung,HOP-18,1,27,-3.981,37,47
109724,log10(M),-3.3,Non-Small Cell Lung,HOP-62,1,26,-3.467,41,47
109724,log10(M),-3.3,Non-Small Cell Lung,HOP-92,1,29,-3.479,45,47
109724,log10(M),-3.3,Non-Small Cell Lung,NCI-H226,1,13,-3.382,37,47
109724,log10(M),-3.3,Non-Small Cell Lung,NCI-H23,1,1,-3.38,47,47
109724,log10(M),-3.3,Non-Small Cell Lung,NCI-H322M,1,17,-3.392,41,47
109724,log10(M),-3.3,Non-Small Cell Lung,NCI-H460,1,21,-3.405,44,47
109724,log10(M),-3.3,Non-Small Cell Lung,NCI-H522,1,3,-3.504,41,47
109724,log10(M),-3.3,Non-Small Cell Lung,LXFL 529,1,30,-3.303,11,47
109724,log10(M),-3.3,Small Cell Lung,DMS 114,2,9,-3.399,38,47
109724,log10(M),-3.3,Small Cell Lung,DMS 273,2,11,-3.416,38,47
109724,log10(M),-3.3,Colon,COLO 205,4,10,-3.384,45,47
109724,log10(M),-3.3,Colon,DLD-1,4,11,-3.42,42,47
109724,log10(M),-3.3,Colon,HCC-2998,4,2,-3.461,41,47
109724,log10(M),-3.3,Colon,HCT-116,4,3,-3.397,45,47
109724,log10(M),-3.3,Colon,HCT-15,4,15,-3.425,44,47
109724,log10(M),-3.3,Colon,HT29,4,1,-3.392,46,47
109724,log10(M),-3.3,Colon,KM12,4,17,-3.392,44,47
109724,log10(M),-3.3,Colon,KM20L2,4,18,-3.414,38,47
109724,log10(M),-3.3,Colon,SW-620,4,9,-3.469,44,47
109724,log10(M),-3.3,Central Nervous System,SF-268,12,14,-3.455,42,47
109724,log10(M),-3.3,Central Nervous System,SF-295,12,15,-3.427,43,47
109724,log10(M),-3.3,Central Nervous System,SF-539,12,16,-3.45,45,47
109724,log10(M),-3.3,Central Nervous System,SNB-19,12,2,-3.443,44,47
109724,log10(M),-3.3,Central Nervous System,SNB-75,12,5,-3.476,45,47
109724,log10(M),-3.3,Central Nervous System,SNB-78,12,6,-3.416,38,47
109724,log10(M),-3.3,Central Nervous System,U251,12,9,-3.508,45,47
109724,log10(M),-3.3,Central Nervous System,XF 498,12,17,-3.419,32,47
109724,log10(M),-3.3,Melanoma,LOX IMVI,10,1,-3.507,42,47
109724,log10(M),-3.3,Melanoma,MALME-3M,10,2,-3.481,40,47
109724,log10(M),-3.3,Melanoma,M14,10,14,-3.331,16,47
109724,log10(M),-3.3,Melanoma,MDA-MB-435,5,11,-3.301,4,47
109724,log10(M),-3.3,Melanoma,MDA-N,5,12,-3.301,4,47
109724,log10(M),-3.3,Melanoma,M19-MEL,10,16,-3.404,41,47
109724,log10(M),-3.3,Melanoma,SK-MEL-2,10,5,-3.397,42,47
109724,log10(M),-3.3,Melanoma,SK-MEL-28,10,8,-3.416,44,47
109724,log10(M),-3.3,Melanoma,SK-MEL-5,10,7,-3.4,43,47
109724,log10(M),-3.3,Melanoma,UACC-257,10,21,-3.462,38,47
109724,log10(M),-3.3,Melanoma,UACC-62,10,20,-3.44,44,47
109724,log10(M),-3.3,Ovarian,IGROV1,6,10,-3.364,44,47
109724,log10(M),-3.3,Ovarian,OVCAR-3,6,1,-3.438,43,47
109724,log10(M),-3.3,Ovarian,OVCAR-4,6,2,-3.382,44,47
109724,log10(M),-3.3,Ovarian,OVCAR-5,6,3,-3.39,46,47
109724,log10(M),-3.3,Ovarian,OVCAR-8,6,5,-3.391,44,47
109724,log10(M),-3.3,Ovarian,NCI/ADR-RES,5,2,-3.387,29,47
109724,log10(M),-3.3,Ovarian,SK-OV-3,6,11,-3.421,45,47
