NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
747973,log10(M),-7.0,Leukemia,CCRF-CEM,7,3,-9.903,2,2
747973,log10(M),-7.0,Leukemia,HL-60(TB),7,8,-10.081,2,2
747973,log10(M),-7.0,Leukemia,K-562,7,5,-9.974,2,2
747973,log10(M),-7.0,Leukemia,MOLT-4,7,6,-9.939,2,2
747973,log10(M),-7.0,Leukemia,RPMI-8226,7,10,-11.0,1,2
747973,log10(M),-7.0,Leukemia,SR,7,19,-9.996,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,A549/ATCC,1,4,-10.033,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,EKVX,1,8,-9.473,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,HOP-62,1,26,-9.453,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,HOP-92,1,29,-11.0,1,2
747973,log10(M),-7.0,Non-Small Cell Lung,NCI-H226,1,13,-9.412,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,NCI-H23,1,1,-9.72,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,NCI-H322M,1,17,-9.506,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,NCI-H460,1,21,-9.961,2,2
747973,log10(M),-7.0,Non-Small Cell Lung,NCI-H522,1,3,-10.121,2,2
747973,log10(M),-7.0,Colon,COLO 205,4,10,-9.74,2,2
747973,log10(M),-7.0,Colon,HCC-2998,4,2,-9.919,2,2
747973,log10(M),-7.0,Colon,HCT-116,4,3,-10.037,2,2
747973,log10(M),-7.0,Colon,HCT-15,4,15,-9.817,2,2
747973,log10(M),-7.0,Colon,HT29,4,1,-10.085,2,2
747973,log10(M),-7.0,Colon,KM12,4,17,-9.851,2,2
747973,log10(M),-7.0,Colon,SW-620,4,9,-9.795,2,2
747973,log10(M),-7.0,Central Nervous System,SF-268,12,14,-9.668,2,2
747973,log10(M),-7.0,Central Nervous System,SF-295,12,15,-9.806,2,2
747973,log10(M),-7.0,Central Nervous System,SF-539,12,16,-9.782,2,2
747973,log10(M),-7.0,Central Nervous System,SNB-19,12,2,-9.459,2,2
747973,log10(M),-7.0,Central Nervous System,SNB-75,12,5,-9.897,2,2
747973,log10(M),-7.0,Central Nervous System,U251,12,9,-9.833,2,2
747973,log10(M),-7.0,Melanoma,LOX IMVI,10,1,-9.922,2,2
747973,log10(M),-7.0,Melanoma,MALME-3M,10,2,-9.425,2,2
747973,log10(M),-7.0,Melanoma,M14,10,14,-9.907,2,2
747973,log10(M),-7.0,Melanoma,MDA-MB-435,5,11,-10.184,2,2
747973,log10(M),-7.0,Melanoma,SK-MEL-2,10,5,-11.0,1,2
747973,log10(M),-7.0,Melanoma,SK-MEL-28,10,8,-9.66,2,2
747973,log10(M),-7.0,Melanoma,SK-MEL-5,10,7,-9.864,2,2
747973,log10(M),-7.0,Melanoma,UACC-257,10,21,-9.862,2,2
747973,log10(M),-7.0,Melanoma,UACC-62,10,20,-9.767,2,2
747973,log10(M),-7.0,Ovarian,OVCAR-3,6,1,-9.801,2,2
747973,log10(M),-7.0,Ovarian,OVCAR-4,6,2,-9.498,2,2
747973,log10(M),-7.0,Ovarian,OVCAR-5,6,3,-9.582,2,2
747973,log10(M),-7.0,Ovarian,OVCAR-8,6,5,-9.952,2,2
747973,log10(M),-7.0,Ovarian,NCI/ADR-RES,5,2,-9.687,2,2
747973,log10(M),-7.0,Ovarian,SK-OV-3,6,11,-9.661,2,2
747973,log10(M),-7.0,Renal,786-0,9,18,-9.741,2,2
747973,log10(M),-7.0,Renal,A498,9,13,-9.983,2,2
747973,log10(M),-7.0,Renal,ACHN,9,23,-9.49,2,2
747973,log10(M),-7.0,Renal,CAKI-1,9,15,-9.432,2,2
747973,log10(M),-7.0,Renal,SN12C,9,8,-9.669,2,2
747973,log10(M),-7.0,Renal,TK-10,9,24,-9.636,2,2
747973,log10(M),-7.0,Renal,UO-31,9,4,-9.9,2,2
747973,log10(M),-7.0,Prostate,PC-3,11,1,-11.0,1,2
747973,log10(M),-7.0,Prostate,DU-145,11,3,-9.779,2,2
747973,log10(M),-7.0,Breast,MCF7,5,1,-10.1,2,2
747973,log10(M),-7.0,Breast,MDA-MB-231/ATCC,5,5,-9.505,2,2
747973,log10(M),-7.0,Breast,HS 578T,5,6,-10.065,2,2
747973,log10(M),-7.0,Breast,BT-549,5,13,-9.729,2,2
747973,log10(M),-7.0,Breast,T-47D,5,14,-9.724,2,2
747973,log10(M),-7.0,Breast,MDA-MB-468,5,18,-9.632,2,2
